Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Date,Qty,Customer,PC,Org,Type
YT435068-805,EMD GT42AC PERU RH BANK 40213506 STD PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562531.0,1.0,28-OCT-20,28-OCT-20,29-OCT-20,07-APR-21,02-APR-21,02-APR-21,1.0,"9,245.00","12,241.00","10,612.30","6,334.28",,906.93,"3,371.09",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,561932.0,1.0,17-AUG-20,17-AUG-20,15-DEC-20,01-FEB-21,28-DEC-20,28-DEC-20,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,561795.0,1.0,27-JUL-20,27-JUL-20,15-DEC-20,26-JAN-21,28-DEC-20,28-DEC-20,1.0,"3,424.84","3,424.84","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562004.0,1.0,27-AUG-20,27-AUG-20,15-DEC-20,22-FEB-21,28-DEC-20,28-DEC-20,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562124.0,1.0,11-SEP-20,11-SEP-20,30-SEP-20,04-MAR-21,08-JAN-21,08-JAN-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562170.0,1.0,17-SEP-20,17-SEP-20,30-SEP-20,16-MAR-21,08-JAN-21,08-JAN-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562289.0,1.0,30-SEP-20,30-SEP-20,01-OCT-20,29-MAR-21,15-JAN-21,15-JAN-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562384.0,1.0,13-OCT-20,13-OCT-20,15-OCT-20,09-APR-21,12-FEB-21,12-FEB-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562484.0,1.0,23-OCT-20,23-OCT-20,27-OCT-20,22-APR-21,19-FEB-21,19-FEB-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562639.0,1.0,11-NOV-20,11-NOV-20,12-NOV-20,07-MAY-21,05-MAR-21,05-MAR-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562609.0,1.0,05-NOV-20,05-NOV-20,10-NOV-20,04-MAY-21,05-MAR-21,05-MAR-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440158-804,418558 STEEL KIT,SV,YTS-INTERNATIONAL,562751.0,1.0,23-NOV-20,23-NOV-20,24-NOV-20,19-MAY-21,19-MAR-21,19-MAR-21,2.0,"3,424.84","6,849.68","2,717.98","1,598.20",,250.56,869.22,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,561977.0,1.0,24-AUG-20,24-AUG-20,15-DEC-20,17-FEB-21,28-DEC-20,28-DEC-20,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,561917.0,1.0,13-AUG-20,13-AUG-20,15-DEC-20,27-JAN-21,28-DEC-20,28-DEC-20,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,561036.0,1.0,01-MAY-20,01-MAY-20,15-DEC-20,21-JAN-21,28-DEC-20,28-DEC-20,1.0,"3,390.71","3,390.71","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562158.0,1.0,16-SEP-20,16-SEP-20,30-SEP-20,11-MAR-21,08-JAN-21,08-JAN-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562063.0,1.0,03-SEP-20,03-SEP-20,30-SEP-20,01-MAR-21,08-JAN-21,08-JAN-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562246.0,1.0,25-SEP-20,25-SEP-20,30-SEP-20,24-MAR-21,15-JAN-21,15-JAN-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562344.0,1.0,07-OCT-20,07-OCT-20,08-OCT-20,06-APR-21,05-FEB-21,05-FEB-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562449.0,1.0,20-OCT-20,20-OCT-20,22-OCT-20,16-APR-21,12-FEB-21,12-FEB-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562541.0,1.0,29-OCT-20,29-OCT-20,03-NOV-20,30-APR-21,05-MAR-21,05-MAR-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562626.0,1.0,09-NOV-20,09-NOV-20,10-NOV-20,04-MAY-21,05-MAR-21,05-MAR-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440159-804,418559 STEEL KIT,SV,YTS-INTERNATIONAL,562690.0,1.0,17-NOV-20,17-NOV-20,19-NOV-20,14-MAY-21,12-MAR-21,12-MAR-21,2.0,"3,390.71","6,781.42","2,691.34","1,598.20",,244.08,849.07,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",,,,,,,
YT440196-805,EMD T4 LH RAD SD70ACE STD PAL/PLY - FINAL ASSEMBLY 40250354,3,YTS-DOMESTIC,562086.0,1.0,04-SEP-20,04-SEP-20,01-OCT-20,19-JAN-21,15-JAN-21,15-JAN-21,8.0,"13,951.00","148,376.00","15,700.31","9,813.86",,"1,258.77","4,627.67",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",,,,,,,
YT440197-805,EMD T4 RH RAD SD70ACE STD PAL/PLY - FINAL ASSEMBLY 40250565,3,YTS-DOMESTIC,562087.0,1.0,04-SEP-20,04-SEP-20,01-OCT-20,19-JAN-21,15-JAN-21,15-JAN-21,8.0,"13,951.00","148,376.00","15,675.88","9,813.86",,"1,254.32","4,607.70",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",,,,,,,
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,560597.0,1.0,24-MAR-20,24-MAR-20,11-SEP-20,11-APR-21,05-FEB-21,05-FEB-21,12.0,"11,936.57","143,238.84","10,445.21","7,388.92",,641.74,"2,414.55",,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT440499-803,CORE YTF 085 YTF 085 - XP CRATE,3,YTS-INTERNATIONAL,562154.0,1.0,15-SEP-20,15-SEP-20,17-SEP-20,11-MAY-21,05-MAR-21,05-MAR-21,12.0,"11,936.57","143,238.84","10,445.21","7,388.92",,641.74,"2,414.55",,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,560775.0,1.0,07-APR-20,07-APR-20,02-DEC-20,13-MAR-21,08-JAN-21,08-JAN-21,12.0,93.18,"1,118.16",79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,560776.0,1.0,07-APR-20,07-APR-20,26-AUG-20,20-MAR-21,15-JAN-21,15-JAN-21,8.0,93.18,745.44,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,560771.0,1.0,07-APR-20,07-APR-20,15-DEC-20,04-MAR-21,15-JAN-21,15-JAN-21,8.0,93.18,745.44,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,561581.0,1.0,30-JUN-20,30-JUN-20,29-SEP-20,22-MAY-21,19-MAR-21,19-MAR-21,8.0,93.18,745.44,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,561933.0,1.0,17-AUG-20,17-AUG-20,17-AUG-20,14-MAY-21,19-MAR-21,19-MAR-21,8.0,93.18,745.44,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,562498.0,1.0,26-OCT-20,26-OCT-20,26-OCT-20,10-JUN-21,16-APR-21,16-APR-21,4.0,93.18,372.72,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,562750.0,1.0,23-NOV-20,23-NOV-20,24-NOV-20,23-JUN-21,21-APR-21,21-APR-21,16.0,93.18,"1,490.88",79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-099.00,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,562753.0,1.0,23-NOV-20,23-NOV-20,24-NOV-20,03-JUL-21,08-MAY-21,08-MAY-21,8.0,93.18,745.44,79.56,79.56,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,559378.0,1.0,19-DEC-19,12-DEC-19,08-DEC-20,22-FEB-21,18-DEC-20,18-DEC-20,8.0,90.78,726.24,70.83,70.83,,,,,WABTEC BRASIL FABRICAÇÃO E MANUTENÇÃO,GCR-CONTAGEM REMAN NC,AV. GENERAL DAVID SARNOFF,"CONTAGEM, 32210-110 - BR",,,,,,,
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-DOMESTIC,562250.0,1.0,25-SEP-20,25-SEP-20,29-SEP-20,11-JAN-21,06-JAN-21,06-JAN-21,4.0,135.00,540.00,70.83,70.83,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-DOMESTIC,562587.0,1.0,04-NOV-20,04-NOV-20,05-NOV-20,10-FEB-21,05-FEB-21,05-FEB-21,10.0,135.00,"1,350.00",70.83,70.83,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6TH AVENUE AND 22ND STREET,"Huntington,WV 25703 - US",,,,,,,,
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-DOMESTIC,562669.0,1.0,13-NOV-20,13-NOV-20,17-NOV-20,01-MAR-21,25-FEB-21,25-FEB-21,4.0,135.00,540.00,70.83,70.83,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT442054-118.50,O-RING .188 VG292-75,SD,YTS-DOMESTIC,562749.0,1.0,23-NOV-20,23-NOV-20,24-NOV-20,05-MAR-21,01-MAR-21,01-MAR-21,4.0,135.00,540.00,70.83,70.83,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT442054-124.00,O-RING .188 VG292-75,SD,YTS-DOMESTIC,562577.0,2.0,03-NOV-20,03-NOV-20,05-NOV-20,20-JAN-21,18-JAN-21,18-JAN-21,10.0,120.00,"1,200.00",69.69,69.69,,,,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6TH AVENUE AND 22ND STREET,"Huntington,WV 25703 - US",,,,,,,,
YT442054-177.50,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,560583.0,1.0,23-MAR-20,23-MAR-20,02-DEC-20,09-MAR-21,15-JAN-21,15-JAN-21,32.0,113.42,"3,629.44",96.28,96.28,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442054-177.50,O-RING .188 VG292-75,SD,YTS-INTERNATIONAL,560582.0,1.0,23-MAR-20,23-MAR-20,29-SEP-20,19-MAY-21,19-MAR-21,19-MAR-21,32.0,113.42,"3,629.44",96.28,96.28,,,,,GE GLOBAL SOURCING INDIA PVT LTD,"NH-101/90, CHHARPRA TO MOHAMMADPUR ROAD","OPPOSITE HANUMAN MANDIR, VILLAGE/MAUZA","MARRHOWRA DIST,BIHAR - 841418  STATE CODE-10  - IN",,,,,,,
YT442114-AQ,TANK ASY TOP 58.50,WLKIT,YTS-DOMESTIC,562884.0,1.0,11-DEC-20,11-DEC-20,11-DEC-20,15-JAN-21,20-JAN-21,20-JAN-21,1.0,0.00,0.00,426.00,327.25,,23.68,75.08,,YOUNG TOUCHSTONE,200 SMITH LANE,P.O. BOX 7568,"Jackson,TN 38302-7568 - US",,,,,,,
YT442114-AQ-816,TANK ASY TOP 58.50 - SERVICE,SV,YTS-PARTS-DOMESTIC,562221.0,6.0,23-SEP-20,02-DEC-20,02-DEC-20,19-JAN-21,19-JAN-21,19-JAN-21,5.0,930.00,"4,650.00",426.00,327.25,,23.68,75.08,,CATERPILLAR INC,CLAYTON OHIO INBOUND PROCESSING CTR,6611 HOKE ROAD,"Clayton,OH 45315 - US",,,,,,,
YT442954-811,CAT 794 ATAAC SBRA 1015 HIGH ALTITUDE - STD CRATE FINAL ASSEMBLY,3,YTS-DOMESTIC,561320.0,14.0,29-MAY-20,27-OCT-20,09-NOV-20,18-DEC-20,18-DEC-20,18-DEC-20,2.0,"11,900.00","27,778.00","9,140.42","6,158.59",,635.13,"2,346.69",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT442954-811,CAT 794 ATAAC SBRA 1015 HIGH ALTITUDE - STD CRATE FINAL ASSEMBLY,3,YTS-DOMESTIC,562771.0,1.0,25-NOV-20,25-NOV-20,02-DEC-20,20-JAN-21,25-JAN-21,25-JAN-21,2.0,"11,900.00","27,778.00","9,140.42","6,158.59",,635.13,"2,346.69",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT442954-811,CAT 794 ATAAC SBRA 1015 HIGH ALTITUDE - STD CRATE FINAL ASSEMBLY,3,YTS-DOMESTIC,562771.0,2.0,25-NOV-20,30-NOV-20,02-DEC-20,03-FEB-21,03-FEB-21,03-FEB-21,2.0,"11,900.00","27,778.00","9,140.42","6,158.59",,635.13,"2,346.69",0.0,CATERPILLAR INC,27TH & HUBBARD AVE DT1308,GATE 3 DOCK 8,"Decatur,IL 62526 - US",,,,,,,
YT442967-807,GE RH EVO WET YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,3,YTS-DOMESTIC,562276.0,1.0,29-SEP-20,29-SEP-20,04-NOV-20,21-JAN-21,15-JAN-21,15-JAN-21,2.0,"8,265.00","16,530.00","8,205.55","5,855.77",,492.24,"1,857.54",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT442967-807,GE RH EVO WET YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,3,YTS-DOMESTIC,562517.0,1.0,27-OCT-20,27-OCT-20,29-OCT-20,03-MAR-21,26-FEB-21,26-FEB-21,2.0,"8,265.00","16,530.00","8,205.55","5,855.77",,492.24,"1,857.54",,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT442967-807,GE RH EVO WET YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,3,YTS-DOMESTIC,562584.0,1.0,04-NOV-20,04-NOV-20,05-NOV-20,11-MAR-21,05-MAR-21,05-MAR-21,1.0,"8,265.00","8,265.00","8,205.55","5,855.77",,492.24,"1,857.54",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT442968-807,GE LH EVO WET YTF 104 YTF 105  XP PAL/PLY VCI - FINAL ASSEMBLY,3,YTS-DOMESTIC,562511.0,1.0,27-OCT-20,27-OCT-20,29-OCT-20,03-MAR-21,26-FEB-21,26-FEB-21,2.0,"8,231.00","16,462.00","8,209.50","5,859.73",,492.24,"1,857.54",,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT443000-810,GE T4 EVO A-SIDE RAD YTF 106 YTF 104 XP PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562405.0,2.0,15-OCT-20,19-OCT-20,19-OCT-20,14-JAN-21,08-JAN-21,08-JAN-21,5.0,"11,168.00","55,840.00","9,439.09","7,009.70",,508.37,"1,921.02",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT443000-810,GE T4 EVO A-SIDE RAD YTF 106 YTF 104 XP PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562411.0,2.0,15-OCT-20,19-OCT-20,19-OCT-20,25-JAN-21,20-JAN-21,20-JAN-21,1.0,"11,168.00","11,168.00","9,439.09","7,009.70",,508.37,"1,921.02",,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT443000-810,GE T4 EVO A-SIDE RAD YTF 106 YTF 104 XP PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562406.0,2.0,15-OCT-20,19-OCT-20,19-OCT-20,28-JAN-21,21-JAN-21,21-JAN-21,5.0,"11,168.00","55,840.00","9,439.09","7,009.70",,508.37,"1,921.02",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT443000-810,GE T4 EVO A-SIDE RAD YTF 106 YTF 104 XP PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562606.0,2.0,05-NOV-20,05-NOV-20,10-NOV-20,12-FEB-21,05-FEB-21,05-FEB-21,1.0,"11,168.00","11,168.00","9,439.09","7,009.70",,508.37,"1,921.02",,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
YT443001-810,GE T4 EVO B-SIDE RAD YTF 106 YTF 104 XP PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562407.0,2.0,15-OCT-20,19-OCT-20,19-OCT-20,14-JAN-21,08-JAN-21,08-JAN-21,5.0,"11,032.00","55,160.00","9,261.05","6,881.01",,498.10,"1,881.94",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT443001-810,GE T4 EVO B-SIDE RAD YTF 106 YTF 104 XP PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562408.0,2.0,15-OCT-20,19-OCT-20,22-OCT-20,28-JAN-21,22-JAN-21,22-JAN-21,5.0,"11,032.00","55,160.00","9,261.05","6,881.01",,498.10,"1,881.94",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",,,,,,,
YT443001-810,GE T4 EVO B-SIDE RAD YTF 106 YTF 104 XP PAL/PLY - FINAL ASSEMBLY,3,YTS-DOMESTIC,562466.0,1.0,21-OCT-20,21-OCT-20,22-OCT-20,28-JAN-21,25-JAN-21,25-JAN-21,1.0,"11,032.00","11,032.00","9,261.05","6,881.01",,498.10,"1,881.94",,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,,,,,,,
