Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4
YT404602-175,"1/2-13 GR8 FLANGED BOLT - 1.75"" LONG",FS,YTS-INTERNATIONAL,561918,1,13-AUG-20,13-AUG-20,13-AUG-20,17-DEC-20,16-OCT-20,16-OCT-20,500,0.59,295.00,0.00,,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT404602-S,1/2-13 SPIRALOCK NUT,SP,YTS-DOMESTIC,561931,4,17-AUG-20,17-AUG-20,18-AUG-20,17-AUG-20,28-AUG-20,28-AUG-20,6,3.00,18.00,0.22,0.22,,,,,NAVAL AIR WARFARE CENTER,AIRCRAFT DIVISION,ROUTE 547 BLDG 148  MCC1,"Lakehurst,NJ 08733 - US",
YT405492-02.94-AB-816,FILLNECK ASY 1.75 EXT 15PSI,1,YTS-DOMESTIC,561898,1,12-AUG-20,12-AUG-20,12-AUG-20,12-AUG-20,26-AUG-20,26-AUG-20,1,206.00,206.00,81.12,17.00,,12.60,51.52,,CUMMINS SALES & SERVICE,465 QUALITY COURT,"Fall River,WI 53932 - US",,
YT405492-03.37-AB-816,FILLNECK ASY 1.75 EXT 15PSI,1,YTS-PARTS-DOMESTIC,561850,1,04-AUG-20,04-AUG-20,18-AUG-20,28-AUG-20,28-AUG-20,28-AUG-20,4,95.00,380.00,128.94,17.22,,30.65,81.07,,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT406653-001,CAC ASY - INDIV PK EMD P/N 40121955,6,YTS-DOMESTIC,561881,1,10-AUG-20,10-AUG-20,11-AUG-20,02-OCT-20,25-SEP-20,25-SEP-20,9,"1,412.00","13,230.00","1,587.76",610.33,,174.26,755.18,48.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT406669-36-S,"PLASTIC FAN 36"" SERVICE PART - BOXED IND FROM VENDOR",MW,YTS-DOMESTIC,561707,1,17-JUL-20,17-JUL-20,22-JUL-20,17-JUL-20,28-AUG-20,28-AUG-20,1,281.00,281.00,103.31,103.31,,,,,BERG FARMS AND REPAIR,2524 14 3/4 AVENUE,"Rice Lake,WI 54868 - US",,
YT406669-36-S,"PLASTIC FAN 36"" SERVICE PART - BOXED IND FROM VENDOR",MW,YTS-DOMESTIC,561929,1,17-AUG-20,17-AUG-20,18-AUG-20,17-AUG-20,17-SEP-20,17-SEP-20,1,224.80,224.80,103.31,103.31,,,,,C H BULL CO,4688 PACIFIC HEIGHTS ROAD,"OROVILLE,CA 95965 - US",,
YT407696,BUSHING .531 OD .391 ID .370 LG DICHROMATE,MM,YTS-DOMESTIC,561889,1,10-AUG-20,10-AUG-20,11-AUG-20,14-SEP-20,08-SEP-20,08-SEP-20,50,3.00,150.00,0.55,0.55,,,,,THE AFTERMARKET PARTS COMPANY LLC,3181 SOUTH WILLOW AVENUE,SUITE 102,"FRESNO,CA 93725 - US",
YT407721-19-AF,VB/VM 19 NX SURGE TANK KIT,1,YTS-INTERNATIONAL,561686,5,14-JUL-20,15-JUL-20,16-JUL-20,15-JUL-20,18-SEP-20,18-SEP-20,1,0.00,0.00,212.25,105.92,,26.16,80.17,0.00,C H BULL CO,PERKANTORAN KEBON JERUK BARU B,JAKARTA,"JAKARTA,INDONESIA 11530 - ID",
YT407722-32-AF,HB/HM 32 FX SURGE TANK KIT,1,YTS-DOMESTIC,561307,3,28-MAY-20,28-MAY-20,16-JUN-20,05-AUG-20,28-AUG-20,28-AUG-20,4,0.00,0.00,503.53,293.10,,47.82,162.61,0.00,DEHN ENGINEERING SALES CO,2300 HENDERSON AVE,"Eugene,OR 97403 - US",,
YT407723-19-AF,VB/VM 19 FX SURGE TANK KIT,1,YTS-INTERNATIONAL,561157,3,12-MAY-20,12-MAY-20,02-JUN-20,01-SEP-20,24-AUG-20,24-AUG-20,2,0.00,0.00,538.67,220.11,,70.70,247.87,0.00,TOROMONT CAT,175 AKERLEY BLVD,"DARTMOUTH,NOVA SCOTIA B2Y 3Z6 - CA",,
YT407723-19-AF,VB/VM 19 FX SURGE TANK KIT,1,YTS-INTERNATIONAL,561157,8,12-MAY-20,12-MAY-20,02-JUN-20,01-DEC-20,20-NOV-20,20-NOV-20,2,0.00,0.00,538.67,220.11,,70.70,247.87,0.00,TOROMONT CAT,175 AKERLEY BLVD,"DARTMOUTH,NOVA SCOTIA B2Y 3Z6 - CA",,
YT409853-001,CAC ASM - EMD 40113590 1 PC CORR PA,6,YTS-DOMESTIC,561767,1,24-JUL-20,24-JUL-20,28-JUL-20,31-AUG-20,27-AUG-20,27-AUG-20,4,"2,116.00","8,464.00","2,258.12","1,475.05",,130.80,614.27,38.00,PROGRESS RAIL MANUFACTURING,425 INGERSOLL RAND ROAD,"MAYFIELD,KY 42066 - US",,
YT409853-001,CAC ASM - EMD 40113590 1 PC CORR PA,6,YTS-DOMESTIC,561835,1,03-AUG-20,03-AUG-20,04-AUG-20,25-AUG-20,02-SEP-20,02-SEP-20,2,"2,116.00","4,232.00","2,258.12","1,475.05",,130.80,614.27,38.00,PROGRESS RAIL MANUFACTURING,425 INGERSOLL RAND ROAD,"MAYFIELD,KY 42066 - US",,
YT409853-001,CAC ASM - EMD 40113590 1 PC CORR PA,6,YTS-DOMESTIC,561643,1,06-AUG-20,08-JUL-20,14-AUG-20,09-SEP-20,04-SEP-20,04-SEP-20,1,"1,805.00","2,116.00","2,258.12","1,475.05",,130.80,614.27,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT409853-001,CAC ASM - EMD 40113590 1 PC CORR PA,6,YTS-DOMESTIC,561720,1,06-AUG-20,20-JUL-20,06-AUG-20,21-SEP-20,18-SEP-20,18-SEP-20,6,"1,285.00","9,576.00","2,258.12","1,475.05",,130.80,614.27,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT409853-001,CAC ASM - EMD 40113590 1 PC CORR PA,6,YTS-DOMESTIC,561656,1,09-JUL-20,09-JUL-20,14-JUL-20,19-OCT-20,15-OCT-20,15-OCT-20,4,"1,805.00","8,464.00","2,258.12","1,475.05",,130.80,614.27,38.00,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT410864,"TURBULATOR, SPRING",MA,YTS-DOMESTIC,561371,1,12-JUN-20,03-JUN-20,12-JUN-20,16-SEP-20,09-SEP-20,09-SEP-20,300,2.00,600.00,0.35,0.35,,,,,INNIO WAUKESHA GAS ENGINES INC,8123 116TH STREET,SUITE 300,"Pleasant Prairie,WI 53158 - US",
YT411149C-901,TANK I/O CAC CAST,1,YTS-DOMESTIC,561689,1,16-JUL-20,15-JUL-20,16-JUL-20,22-AUG-20,25-SEP-20,25-SEP-20,1,589.00,589.00,315.75,177.16,,40.62,97.97,,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT414325-811,OIL COOLER EMD ABG26 16FPI - STD CRATE,5,YTS-DOMESTIC,561279,2,07-AUG-20,20-JUL-20,07-AUG-20,10-AUG-20,27-AUG-20,27-AUG-20,1,"2,545.00","2,745.00","3,276.13","1,708.58",,279.70,"1,287.85",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT414325-811,OIL COOLER EMD ABG26 16FPI - STD CRATE,5,YTS-DOMESTIC,561700,1,06-AUG-20,16-JUL-20,06-AUG-20,24-SEP-20,18-SEP-20,18-SEP-20,1,"2,545.00","2,745.00","3,276.13","1,708.58",,279.70,"1,287.85",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT414325-811,OIL COOLER EMD ABG26 16FPI - STD CRATE,5,YTS-DOMESTIC,561760,1,05-AUG-20,23-JUL-20,07-AUG-20,01-OCT-20,25-SEP-20,25-SEP-20,5,"2,545.00","13,725.00","3,276.13","1,708.58",,279.70,"1,287.85",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT415062,CAT1500 EKW FE44F5 3512 - FINAL ASSEMBLY,5,YTS-PARTS-DOMESTIC,561518,1,22-JUN-20,22-JUN-20,24-JUL-20,23-OCT-20,23-OCT-20,23-OCT-20,2,"30,722.00","61,444.00","22,326.85","15,443.48",,"1,462.40","5,420.98",0.00,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT416009,JT42 OIL COOLER - FINAL ASSEMBLY,5,YTS-INTERNATIONAL,560866,1,15-APR-20,21-AUG-20,21-AUG-20,24-AUG-20,21-AUG-20,21-AUG-20,1,"2,952.00","2,952.00","3,344.81","1,346.19",,355.64,"1,642.98",,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT416009,JT42 OIL COOLER - FINAL ASSEMBLY,5,YTS-INTERNATIONAL,560866,1,15-APR-20,21-AUG-20,21-AUG-20,24-AUG-20,21-AUG-20,21-AUG-20,1,"2,952.00","2,952.00","3,344.81","1,346.19",,355.64,"1,642.98",,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT416009,JT42 OIL COOLER - FINAL ASSEMBLY,5,YTS-INTERNATIONAL,560866,1,15-APR-20,21-AUG-20,21-AUG-20,24-AUG-20,21-AUG-20,21-AUG-20,1,"2,952.00","2,952.00","3,344.81","1,346.19",,355.64,"1,642.98",,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT416009,JT42 OIL COOLER - FINAL ASSEMBLY,5,YTS-INTERNATIONAL,560866,1,15-APR-20,15-APR-20,21-AUG-20,24-AUG-20,21-AUG-20,21-AUG-20,1,"2,952.00","2,952.00","3,344.81","1,346.19",,355.64,"1,642.98",,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT416009,JT42 OIL COOLER - FINAL ASSEMBLY,5,YTS-INTERNATIONAL,560866,1,15-APR-20,21-AUG-20,21-AUG-20,24-AUG-20,21-AUG-20,21-AUG-20,1,"2,952.00","2,952.00","3,344.81","1,346.19",,355.64,"1,642.98",,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT417315,SURGE TANK ASY 19 - 75/25 - 10.00 GALV,1,YTS-INTERNATIONAL,561157,2,12-MAY-20,12-MAY-20,02-JUN-20,01-SEP-20,24-AUG-20,24-AUG-20,2,"1,744.00","3,488.00",587.38,272.14,,63.87,251.37,0.00,TOROMONT CAT,175 AKERLEY BLVD,"DARTMOUTH,NOVA SCOTIA B2Y 3Z6 - CA",,
YT417315,SURGE TANK ASY 19 - 75/25 - 10.00 GALV,1,YTS-INTERNATIONAL,561157,7,12-MAY-20,12-MAY-20,02-JUN-20,01-DEC-20,20-NOV-20,20-NOV-20,2,"1,744.00","3,488.00",587.38,272.14,,63.87,251.37,0.00,TOROMONT CAT,175 AKERLEY BLVD,"DARTMOUTH,NOVA SCOTIA B2Y 3Z6 - CA",,
YT417324,CAT C175 16 SCAC 43C 50HZ - FINAL ASSEMBLY,4,YTS-DOMESTIC,561941,2,18-AUG-20,18-AUG-20,18-AUG-20,09-NOV-20,05-NOV-20,05-NOV-20,1,"39,991.00","45,057.00","38,350.26","29,859.10",,"1,798.20","6,692.96",0.00,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT417324,CAT C175 16 SCAC 43C 50HZ - FINAL ASSEMBLY,4,YTS-DOMESTIC,561941,1,18-AUG-20,18-AUG-20,18-AUG-20,09-NOV-20,05-NOV-20,05-NOV-20,1,"39,991.00","45,057.00","38,350.26","29,859.10",,"1,798.20","6,692.96",0.00,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT418125-AO-816,CORE GUARD 56SQFT 3516C 31.98 100.38 11G,1,YTS-DOMESTIC,561956,1,20-AUG-20,20-AUG-20,20-AUG-20,20-AUG-20,10-SEP-20,10-SEP-20,1,220.00,220.00,188.05,64.58,,32.84,90.64,0.00,CATERPILLAR INC,LAFAYETTE PLANT (DT8816),3701 STATE RD 26 EAST,"LAFAYETTE,IN 47905 - US",
YT419543,CAC ASY ABVE 16-10 W/ ALUM FINS WAUKESHA P/N 305467,6,YTS-INTERNATIONAL,557774,3,07-AUG-19,07-AUG-19,22-JAN-20,18-SEP-20,10-SEP-20,10-SEP-20,8,"1,214.00","9,712.00","1,144.30",352.72,,178.68,612.90,0.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT419543,CAC ASY ABVE 16-10 W/ ALUM FINS WAUKESHA P/N 305467,6,YTS-DOMESTIC,561895,1,11-AUG-20,11-AUG-20,13-AUG-20,04-JAN-21,28-DEC-20,28-DEC-20,3,"1,206.00","3,618.00","1,144.30",352.72,,178.68,612.90,0.00,INNIO WAUKESHA GAS ENGINES INC,8123 116TH STREET,SUITE 300,"Pleasant Prairie,WI 53158 - US",
YT419564,RCAC15A17084 - FINAL ASSEMBLY,10,YTS-DOMESTIC,561294,2,28-MAY-20,28-MAY-20,21-AUG-20,30-JUN-20,26-AUG-20,26-AUG-20,1,"4,062.24","4,062.24","3,125.55",946.60,,438.64,"1,740.31",0.00,C H BULL CO,1939 DEERE AVE,"Irvine,CA 92606 - US",,
YT419564,RCAC15A17084 - FINAL ASSEMBLY,10,YTS-DOMESTIC,561294,2,28-MAY-20,21-AUG-20,21-AUG-20,30-JUN-20,26-AUG-20,26-AUG-20,1,"4,062.24","4,062.24","3,125.55",946.60,,438.64,"1,740.31",0.00,C H BULL CO,1939 DEERE AVE,"Irvine,CA 92606 - US",,
YT420246-AQ-816,TANK ASY I/O 8 RCAC,1,YTS-DOMESTIC,560788,1,08-APR-20,08-APR-20,13-AUG-20,18-SEP-20,18-SEP-20,18-SEP-20,1,0.00,0.00,135.82,63.39,,14.13,58.29,0.00,OHIO CAT,900 KEN MAR INDUSTRIAL PARKWAY,ATTN: TIM BUB,"Broadview Heights,OH 44147 - US",
YT420980-025-D,M10-1.50 FLANGED BOLT 25MM DICHROMATE,FS,YTS-INTERNATIONAL,561792,1,27-JUL-20,27-JUL-20,27-JUL-20,20-NOV-20,18-SEP-20,18-SEP-20,100,1.30,130.00,0.25,0.25,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT420980-070-D,M10-1.50 FLANGED BOLT 70MM DICHROMATE,FS,YTS-INTERNATIONAL,561882,1,10-AUG-20,10-AUG-20,11-AUG-20,20-NOV-20,18-SEP-20,18-SEP-20,100,2.33,233.00,1.82,1.82,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT420980-S,M10 SPIRALOCK NUT,SP,YTS-INTERNATIONAL,561790,1,27-JUL-20,27-JUL-20,27-JUL-20,20-NOV-20,18-SEP-20,18-SEP-20,500,0.20,100.00,0.16,0.16,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT421499,RAD PRESSURE CAP - KOHLER SERVICE PART,1,YTS-DOMESTIC,561712,1,17-JUL-20,17-JUL-20,21-JUL-20,14-SEP-20,08-SEP-20,08-SEP-20,20,18.00,360.00,3.72,3.72,,0.00,,,KOHLER CO,KOHLER POWER SYSTMS BLDG 607,900 HIGHLAND DRIVE,"Kohler,WI 53044 - US",
YT422305,RCAC50A17084 - FINAL ASSEMBLY,10,YTS-DOMESTIC,561797,1,27-JUL-20,27-JUL-20,29-JUL-20,18-SEP-20,17-OCT-20,17-OCT-20,2,"7,819.00","15,638.00","5,107.76","2,241.18",,569.98,"2,296.59",0.00,POWER TEST INC.,N60 W22700 SILVER SPRING DRIVE,"SUSSEX,WI 53089 - US",,
YT423496-807,GE PAC NATNL BANK YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,4,YTS-DOMESTIC,561515,1,19-JUN-20,19-JUN-20,23-JUN-20,03-SEP-20,28-AUG-20,28-AUG-20,2,"30,687.00","61,374.00","20,558.40","15,517.18",,"1,052.50","3,988.72",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",
YT423496-807,GE PAC NATNL BANK YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,4,YTS-DOMESTIC,561514,1,19-JUN-20,19-JUN-20,23-JUN-20,11-SEP-20,04-SEP-20,04-SEP-20,2,"30,687.00","61,374.00","20,558.40","15,517.18",,"1,052.50","3,988.72",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",
YT423496-807,GE PAC NATNL BANK YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,4,YTS-DOMESTIC,561560,1,26-JUN-20,26-JUN-20,30-JUN-20,18-SEP-20,14-SEP-20,14-SEP-20,2,"30,687.00","61,374.00","20,558.40","15,517.18",,"1,052.50","3,988.72",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",
YT423496-807,GE PAC NATNL BANK YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,4,YTS-DOMESTIC,561665,1,10-JUL-20,10-JUL-20,20-JUL-20,01-OCT-20,25-SEP-20,25-SEP-20,2,"30,687.00","61,374.00","20,558.40","15,517.18",,"1,052.50","3,988.72",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",
YT423496-807,GE PAC NATNL BANK YTF 104 YTF 105 XP PAL/PLY VCI - FINAL ASSEMBLY,4,YTS-DOMESTIC,561752,1,22-JUL-20,22-JUL-20,23-JUL-20,08-OCT-20,02-OCT-20,02-OCT-20,2,"30,687.00","61,374.00","20,558.40","15,517.18",,"1,052.50","3,988.72",,"WABTEC TRANSPORTATION SYSTEMS, LLC",3601 MAIN AVE,BUILDING 63 EXPORT KITS,"Erie,PA 16510 - US",
YT425048,OCS 2000D CUSTOM METRIC FFF,3,YTS-INTERNATIONAL,561517,1,19-JUN-20,19-JUN-20,09-JUL-20,20-JUL-20,28-AUG-20,28-AUG-20,2,"9,083.00","18,166.00","2,961.27","1,874.29",,212.47,874.41,0.10,C H BULL CO,AT 8700,"LEOBEN,AUSTRIA  - AT",,
YT425048,OCS 2000D CUSTOM METRIC FFF,3,YTS-INTERNATIONAL,561834,1,31-JUL-20,31-JUL-20,04-AUG-20,18-SEP-20,18-SEP-20,18-SEP-20,2,"9,083.00","18,166.00","2,961.27","1,874.29",,212.47,874.41,0.10,C H BULL CO,AT 8700,"LEOBEN,AUSTRIA  - AT",,
YT425056,CAT BELT SET - 6,1,YTS-PARTS-DOMESTIC,561327,4,29-MAY-20,07-JUL-20,09-JUL-20,25-AUG-20,25-AUG-20,25-AUG-20,15,605.00,"9,075.00",367.19,338.10,,9.18,19.91,,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT425056,CAT BELT SET - 6,1,YTS-PARTS-DOMESTIC,561327,5,29-MAY-20,22-JUL-20,23-JUL-20,08-SEP-20,08-SEP-20,08-SEP-20,3,605.00,"1,815.00",367.19,338.10,,9.18,19.91,,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT425056,CAT BELT SET - 6,1,YTS-PARTS-DOMESTIC,561327,6,29-MAY-20,28-JUL-20,30-JUL-20,15-SEP-20,15-SEP-20,15-SEP-20,3,605.00,"1,815.00",367.19,338.10,,9.18,19.91,,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT425131,SURGE TANK ASY 32 - 75/25 - 14.00 GALV,1,YTS-DOMESTIC,561307,2,28-MAY-20,28-MAY-20,16-JUN-20,05-AUG-20,28-AUG-20,28-AUG-20,4,"2,401.88","9,607.52",749.70,303.50,,87.85,358.35,0.00,DEHN ENGINEERING SALES CO,2300 HENDERSON AVE,"Eugene,OR 97403 - US",,
YT427661-002,CAC ASY - EMD 40162869 2 PC RTNBLC,6,YTS-DOMESTIC,560898,7,17-APR-20,18-MAY-20,02-JUL-20,14-SEP-20,08-SEP-20,08-SEP-20,15,"2,273.00","38,745.00","2,143.42","1,268.01",,147.82,686.58,41.00,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT427661-002,CAC ASY - EMD 40162869 2 PC RTNBLC,6,YTS-DOMESTIC,560898,8,17-APR-20,18-MAY-20,02-JUL-20,05-OCT-20,29-SEP-20,29-SEP-20,22,"2,273.00","56,826.00","2,143.42","1,268.01",,147.82,686.58,41.00,PROGRESS RAIL SERVICES CORP,4770 AXLE DRIVE,"Winston Salem,NC 27107 - US",,
YT427744,HIF-730-H01-1P-F,5,YTS-DOMESTIC,560153,1,17-FEB-20,17-FEB-20,17-AUG-20,14-DEC-20,08-DEC-20,08-DEC-20,1,"2,247.00","2,247.00","1,762.35",671.74,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT427744,HIF-730-H01-1P-F,5,YTS-DOMESTIC,560235,1,25-FEB-20,25-FEB-20,17-AUG-20,16-DEC-20,10-DEC-20,10-DEC-20,1,"2,247.00","2,247.00","1,762.35",671.74,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT427744,HIF-730-H01-1P-F,5,YTS-DOMESTIC,560523,1,17-MAR-20,17-MAR-20,17-AUG-20,18-DEC-20,11-DEC-20,11-DEC-20,1,"2,247.00","2,247.00","1,762.35",671.74,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT427744,HIF-730-H01-1P-F,5,YTS-DOMESTIC,561800,1,28-JUL-20,28-JUL-20,17-AUG-20,21-DEC-20,15-DEC-20,15-DEC-20,2,"2,247.00","4,494.00","1,762.35",671.74,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT427744,HIF-730-H01-1P-F,5,YTS-DOMESTIC,561838,1,03-AUG-20,03-AUG-20,04-AUG-20,05-JAN-21,28-DEC-20,28-DEC-20,6,"2,247.00","13,482.00","1,762.35",671.74,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT427808,KOHLER 1600REOZMB 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561776,1,27-JUL-20,27-JUL-20,28-JUL-20,30-SEP-20,25-SEP-20,25-SEP-20,1,"16,720.00","16,720.00","12,648.50","7,953.89",,974.99,"3,719.62",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427808,KOHLER 1600REOZMB 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561902,1,12-AUG-20,12-AUG-20,13-AUG-20,07-OCT-20,02-OCT-20,02-OCT-20,1,"16,720.00","16,720.00","12,648.50","7,953.89",,974.99,"3,719.62",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427808,KOHLER 1600REOZMB 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561886,1,10-AUG-20,10-AUG-20,11-AUG-20,09-OCT-20,05-OCT-20,05-OCT-20,1,"16,720.00","16,720.00","12,648.50","7,953.89",,974.99,"3,719.62",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427809,KOHLER 1600REOZMB 50C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561638,1,08-JUL-20,08-JUL-20,09-JUL-20,11-SEP-20,04-SEP-20,04-SEP-20,1,"18,323.00","18,323.00","13,478.93","8,800.89",,971.76,"3,706.28",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427810,KOHLER MHI 1750/2000REOZM 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561672,1,13-JUL-20,13-JUL-20,14-JUL-20,15-SEP-20,11-SEP-20,11-SEP-20,1,"20,365.00","20,365.00","14,612.66","9,740.91",,"1,018.91","3,852.83",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427810,KOHLER MHI 1750/2000REOZM 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561777,1,27-JUL-20,27-JUL-20,28-JUL-20,28-SEP-20,25-SEP-20,25-SEP-20,3,"20,365.00","61,095.00","14,612.66","9,740.91",,"1,018.91","3,852.83",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
YT427810,KOHLER MHI 1750/2000REOZM 40C SOLDER SERP - FINAL ASSEMBLY,5,YTS-DOMESTIC,561815,1,29-JUL-20,29-JUL-20,30-JUL-20,02-OCT-20,30-SEP-20,30-SEP-20,2,"20,365.00","40,730.00","14,612.66","9,740.91",,"1,018.91","3,852.83",0.00,KOHLER CO,GENERATOR DIVISION DOCK 6-MOSEL PLANT,N7650 LAKESHORE ROAD,"Sheboygan,WI 53083 - US",
